ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,Utilization activity,Metabolite (production)
449,R10SW13,"DSM 15446, KCTC 12195, KMM 3600, LMG 22532, CIP 108794",1,1,Alteromonas stellipolaris,+,indole
,,,,,,,polyhydroxybutyrate
159352,"1, 1T","DSM 106819, ATCC 43554, RCC 5933, CIP 111645",1,1,Alteromonas fortis,+,hydrogen sulfide
,,,,,,,indole
450,,"DSM 23844, CCUG 55340, LMG 24078",1,1,Alteromonas genovensis,+,indole
134153,F-32,"CECT 7067, LMG 22958, CIP 109083",1,1,Alteromonas hispanica,+,hydrogen sulfide
,,,,,,,indole
133345,JW12,"CGMCC 1.15735, KCTC 52408, MCCC 1K03175",1,1,Alteromonas lipolytica,+,polyhydroxybutyrate
134088,TF-22,"KCCM 41775, JCM 12188, CIP 108505, LMG 23846",1,1,Alteromonas litorea,+,indole
444,107,"DSM 6062, ATCC 27126, CCUG 16128, CIP 103198, JCM 20772, LMG 2843, NBRC 102226, IAM 12920, NCIMB 1963",1,1,Alteromonas macleodii,+,indole
135091,SW-47,"CIP 108138, JCM 11804, KCCM 41638",1,1,Alteromonas marina,+,indole
140746,5.12,"LMG 29661, MCC 3250",1,1,Alteromonas pelagimontana,+,hydrogen sulfide
166518,U0105,"KCTC 62080, MCCC 1H00299",1,1,Alteromonas sediminis,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
447,"ANT69a, R-15466","DSM 15691, LMG 21861, CIP 108513, ANT 69a",1,1,Alteromonas stellipolaris,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
,,,,,,,polyhydroxybutyrate
10433,S6,"DSM 2578, ATCC 15533, NCTC 10283, CCUG 25927, JCM 21440, CIP 103341, IAM 14969, LMG 7829, NBRC 102455, CIP 108879",1,1,Alysiella crassa,+,indole
10434,A1,"IAM 14895, DSM 16848, ATCC 15532, CCUG 3710, CIP 103342, LMG 6455, NCTC 10282, JCM 21385",1,1,Alysiella filiformis,+,indole
23153,IGB-41,"DSM 23761, CIP 110167, CIP 110334",1,1,Amantichitinum ursilacus,+,indole
134995,,"CIP 107260, ACM 5098, Ben 102",1,1,Amaricoccus veronensis,+,indole
5424,,"DSM 3991, ATCC 29143, VPI C9-20, JCM 10413",1,1,Amedibacillus dolichus,+,indole
158376,FH042,"DSM 103574, JCM 31555",1,1,Aminipila butyrica,+,hydrogen sulfide
,,,,,,,indole
13540,Z-1171,"DSM 1086, ATCC 51424, CIP 105722",1,1,Aminobacter carboxidus,+,indole
11861,IMB-1,"DSM 17455, ATCC 202197, CCUG 50580, CIP 108660, JCM 21751, DSM 15910, IAM 15301",1,1,Aminobacter ciceronei,+,indole
11862,CC 495,"DSM 17454, CCUG 50579, CIP 108661, NCIMB 13798",1,1,Aminobacter carboxidus,+,indole
16790,SR,"DSM 19636, VKM B-2461",1,1,Ammonifex thiophilus,+,hydrogen sulfide
132587,CC-RT-E,"DSM 24738, BCRC 80314",1,1,Ammoniphilus resinae,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
166423,M8JJ-5,"KCTC 49089, CGMCC 1.16390",1,1,Amnibacterium flavum,+,hydrogen sulfide
1408,JW/BP-GSL-QD,"DSM 23721, ATCC BAA-2118, NBRC 11149",1,1,Amphibacillus cookii,+,acetoin
1407,Y1,"DSM 24783, CGMCC 1.5123, JCM 16149",1,1,Amphibacillus jilinensis,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
1406,Shu-P-Ggiii25-2,"DSM 21624, IAM 15428, JCM 23213, KCTC 13120, MBIC 08269, NBRC 103570",1,1,Amphibacillus sediminis,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
1403,Ep01,"DSM 6626, ATCC 51415, IFO 15112, JCM 7361, NBRC 15112, LMG 17667",1,1,Amphibacillus xylanus,+,hydrogen sulfide
,,,,,,,indole
140072,GU51,"DSM 105738, CGMCC 1.12710, JCM 19779",1,1,Amphiplicatus metriothermophilus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
166509,ANRC-JH13,"MCCC 1K03512, KCTC 62532",1,1,Amphritea opalescens,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
13230,,"DSM 44262, ATCC 51368, IFO 15602, NBRC 15602, NRRL 18532, JCM 10030, IMSNU 22095, KCTC 9611",1,1,Amycolatopsis alba,+,dinitrogen
,,,,,,,hydrogen sulfide
,,,,,,,indole
,,,,,,,nitrite
133131,WP1,"KCTC 39642, MCCC 1A10745",1,1,Amycolatopsis albispora,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
,,,,,,,melanin
167397,SYSUP0005,"KCTC 49024, CGMCC 4.7463",1,1,Amycolatopsis alkalitolerans,+,hydrogen sulfide
159864,AU-G6,"CGMCC 4.7351, NBRC 112404",1,1,Amycolatopsis antarctica,+,hydrogen sulfide
,,,,,,,melanin
13516,RA45,"DSM 45648, CGMCC 4.5579, JCM 16584",1,1,Amycolatopsis arida,+,indole
13248,GY048,"DSM 44671, CIP 109398, NBRC 106146, NCIMB 14142, JCM 15587",1,1,Amycolatopsis australiensis,+,indole
13222,"AM-3696, FERM-P 4738","DSM 43854, ATCC 51273, FERM P-4738, IFO 14573, JCM 3275, KCC A-0275, NBRC 14573, NRRL 11412, VKM Ac-1418, BCRC 13413, HUT 6555, IMSNU 20053, KACC 20058, KCCM 40242, KCTC 9154, NCIMB 14805",1,1,Amycolatopsis azurea,+,acetoin
,,,,,,,azureomycin
,,,,,,,dinitrogen
,,,,,,,hydrogen sulfide
,,,,,,,indole
,,,,,,,nitrite
13241,FH 1894,"DSM 44591, JCM 12668, NRRL B-24207, CIP 108516",1,1,Amycolatopsis balhimycina,+,acetoin
,,,,,,,balhimycin
,,,,,,,hydrogen sulfide
,,,,,,,indole
13284,SF26,"DSM 45807, NCIMB 14706, NRRL B-24846",1,1,Amycolatopsis bartoniae,+,indole
175265,A23,"DSM 111725, VKM Ac-2882",1,1,Amycolatopsis camponoti,+,indole
24444,BNT52,"DSM 45679, JCM 31029, KCTC 29065, NRRL B-24886",1,1,Amycolatopsis cihanbeyliensis,+,indole
13279,S1.3,"DSM 45561, NRRL B-24841",1,1,Amycolatopsis circi,+,indole
13229,,"DSM 44225, ATCC 53629, IFO 15804, NBRC 15804, NRRL 3218, JCM 9869, IMSNU 22096, KCTC 9818, NBIMCC 1779, NCIMB 13017, VKM Ac-1732",1,1,Amycolatopsis coloradensis,+,acetoin
,,,,,,,avoparcin
,,,,,,,hydrogen sulfide
,,,,,,,indole
13252,"FH 1845, NNRL B-24209","DSM 44594, JCM 12669, NRRL B-24209, CIP 108517, NCIMB 14255",1,1,Amycolatopsis decaplanina,+,acetoin
,,,,,,,decaplanin
,,,,,,,hydrogen sulfide
,,,,,,,indole
166244,GLM-1,"TBRC 9315, NBRC 113658",1,1,Amycolatopsis eburnea,+,acetoin
,,,,,,,hydrogen sulfide
13265,LC2,"DSM 45164, CCTCC AB 206019, CIP 109736, IAM 15387, JCM 21831",1,1,Amycolatopsis echigonensis,+,indole
13232,NT202,"DSM 44348, NCIMB 13795, JCM 18060, BCRC 16370, CIP 107587, JCM 12071, NBRC 100338, NBRC 104161",1,1,Amycolatopsis thermoflava,+,indole
13261,N4-6,"DSM 45041, JCM 13279, NRRL B-24428, CIP 109182, NCIMB 14386",1,1,Amycolatopsis halotolerans,+,indole
13231,MG 417-CF 17,"DSM 44213, JCM 10140, CIP 106801, KCTC 9817, NRRL B-24138",1,1,Amycolatopsis japonica,+,acetoin
,,,,,,,"Ethylenediamine-N,N'-disuccinic acid (EDDS)"
,,,,,,,hydrogen sulfide
,,,,,,,indole
13262,N7-3,"DSM 45042, JCM 13280, NRRL B-24427, CIP 109183, NCIMB 14306",1,1,Amycolatopsis jejuensis,+,hydrogen sulfide
,,,,,,,indole
13245,,"DSM 44652, JCM 12670, LDDC 9447-99, NRRL B-24129, CIP 108186",1,1,Amycolatopsis kentuckyensis,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
13240,FH 1893,"DSM 44586, CIP 107964, JCM 12671, NRRL B-24206",1,1,Amycolatopsis keratiniphila,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
13242,D2,"DSM 44409, CIP 107963, NRRL B-24117, JCM 12683, BCRC 16375, NCIMB 14256",1,1,Amycolatopsis keratiniphila subsp. keratiniphila,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
13246,,"DSM 44653, JCM 12672, LDDC 12275-99, NRRL B-24131, CIP 108185",1,1,Amycolatopsis lexingtonensis,+,indole
13214,NA 3-TE-19,"DSM 43134, ATCC 14930, DSM 43192, IFO 14500, IMET 7654, JCM 3141, LBG A 3091, NBRC 14500, NCIB 9601, NRRL 2430, ETH 24315, BCRC 11659, BCRC 13742, CGMCC 4.1133, CGMCC 4.1212, HUT 6556, IMSNU 20057, KCCM 12665, KCTC 9425, LMG 4064, MTCC 695, NCIMB 9601, VKM Ac-1242",1,1,Amycolatopsis lurida,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
,,,,,,,ristocetin A
,,,,,,,ristocetin B
13227,KT2025,"DSM 45510, JCM 31204, KCTC 29056",1,1,Amycolatopsis magusensis,+,indole
13220,"Lepetit ME/83, Lepetit ME83/973, Schering 368","DSM 43304, ATCC 13685, CBS 121.63, CBS 716.72, DSM 40501, IFO 13142, IFO 13415, IMET 7651, ISP 5501, JCM 4789, KCC S-0789, LBG A 3136, NBRC 13142, NBRC 13415, NCIB 9613, NRRL B-3240, PSA 71, RIA 1376, VKM Ac-798, CIP 107074, CCUG 43144, ETH 28579, BCRC 12440, CGMCC 4.1213, IMSNU 20056, KCCM 11859, KCTC 1739, MTCC 14, NBIMCC 3395, NCIMB 9613, PCM 2320",1,1,Amycolatopsis mediterranei,+,indole
,,,,,,,rifamycin
165740,239,"JCM 8087, DSM 44096, IFO 15065, IMSNU 20055, KCTC 9411, NBRC 15065, NCCB 80032, NCIMB 11946, NRRL B-24139, DSM 113301, LMD 80.32, NCIB 11946",1,1,Amycolatopsis methanolica,+,indole
13258,32U-2,"DSM 44988, KCCM 42246, NRRL B-24435, JCM 14545, CIP 109667, NBRC 102109, NCIMB 14298",1,1,Amycolatopsis minnesotensis,+,hydrogen sulfide
,,,,,,,indole
13259,CSC17Ta-90,"DSM 44992, CIP 109581, NRRL B-24473, HKI 0330, CSC 17TA-090, JCM 14717",1,1,Amycolatopsis nigrescens,+,hydrogen sulfide
,,,,,,,indole
13266,LC11,"DSM 45165, CCTCC AB 206020, CIP 109735, IAM 15388, JCM 21832",1,1,Amycolatopsis niigatensis,+,indole
158267,SCM_MK2-4,"DSM 107509, JCM 32134, TBRC 7186",1,1,Amycolatopsis oliviviridis,+,hydrogen sulfide
13215,"M 43-05865, Pittinger M43-05865, CCTMLa 2924","DSM 40040, ATCC 19795, CBS 547.68, CCM 2778, IAM 14281, IFO 12360, IFO 12806, IMET 7510, IMET 7653, IMSNU 20058, ISP 5040, JCM 4235, JCM 4600, KCC S-0235, KCC S-0600, NBRC 12360, NBRC 12806, NIHJ 483, NRRL 2450, RIA 1074, BCRC 11615, CGMCC 4.1214, CIP 107113, HUT 6592, IFM 0528, KCCM 40595, KCTC 9412, NBIMCC 2297, NCIMB 12945, VKM Ac-866",1,1,Amycolatopsis orientalis,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
,,,,,,,vancomycin
13254,1BDZ,"DSM 44832, AS 4.1729, PCM 2600, JCM 12460, CGMCC 4.1729, CIP 108399",1,1,Amycolatopsis palatopharyngis,+,indole
159669,,"DSM 105902, CCTCC AA 2017044, KCTC 49031, YIM PH21725, JCM 33574",1,1,Amycolatopsis panacis,+,hydrogen sulfide
166702,RM579,"NBRC 106096, TBRC 1849, RM 579",1,1,Amycolatopsis pithecellobii,+,hydrogen sulfide
,,,,,,,melanin
13253,,"DSM 44776, CIP 108939, JCM 13852, NRRL B-24324, SBHs Strp1, NBRC 102106, NCIMB 14257",1,1,Amycolatopsis plumensis,+,hydrogen sulfide
13247,ARC-OV1 0181,"DSM 44654, ARC OV1 0181, JCM 12673, NRRL B-24133, CIP 108184",1,1,Amycolatopsis pretoriensis,+,indole
13264,GY080,"DSM 45072, NCIMB 14277, JCM 15588",1,1,Amycolatopsis regifaucium,+,hydrogen sulfide
,,,,,,,indole
13260,2406-001,"DSM 44993, JCM 14909, NRRL B-24474, HKI 0457",1,1,Amycolatopsis saalfeldensis,+,hydrogen sulfide
,,,,,,,indole
13235,"A1714, K24, K24T","DSM 44468, JCM 11272, CIP 107029, KCTC 9863, NBRC 100339, NCIMB 13786",1,1,Amycolatopsis sacchari,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
166143,8-3EHSu,"TBRC 8488, NBRC 113449",1,1,Amycolatopsis suaedae,+,hydrogen sulfide
13223,Abbott Labs. M-319,"DSM 46092, ATCC 27624, IFO 13270, IMET 7649, JCM 3142, KCC A-0142, NBRC 13270, NRRL 2822, BCRC 12524, CGMCC 4.1144, CGMCC 4.1217, IMSNU 20060, KCTC 9428, VKM Ac-1244",1,1,Amycolatopsis sulphurea,+,acetoin
,,,,,,,Cetocycline
,,,,,,,hydrogen sulfide
,,,,,,,indole
13263,0345M-7,"DSM 45107, BCRC 16802, KCTC 19116, JCM 14925, NBRC 102103, NCIMB 14409, BCRC 0345.7",1,1,Amycolatopsis taiwanensis,+,indole
13239,"N-1165, T526","DSM 44574, CIP 106795, IFO 14333, JCM 10669, KCTC 9833, NBRC 14333, IMSNU 21194, NRRL B-24140, BCRC 16371, IFO (now NBRC) 14333",1,1,Amycolatopsis thermoflava,+,indole
13238,"B-2847, FH6113","DSM 44544, ATCC 21177, CIP 108212, IFO 14664, NBRC 14664, NRRL B-24205, JCM 4936, CBS 242.71, CGMCC 4.5590, IFO 12554, IMSNU 20061, NBRC 12554",1,1,Amycolatopsis tolypomycina,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
13256,ST101170,"DSM 44592, JCM 12675, NRRL B-24208",1,1,Amycolatopsis vancoresmycina,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
,,,,,,,vancoresmycin
13271,,"DSM 45285, CCM 7627, KCTC 19581, CPCC 202699, JCM 32380",1,1,Amycolatopsis xylanica,+,indole
140730,H-12,"KCTC 52581, CGMCC 1.15880, DSM 108668",1,1,Amylibacter cionae,+,indole
159735,4G11,"KY 463497, KCTC 52506, NBRC 112428",1,1,Amylibacter kogurei,+,acetoin
,,,,,,,indole
158471,B16-10,"DSM 29790, NCAIM B.02608",1,1,Anaerobacillus alkaliphilus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
17964,PAOHA-1,"DSM 14826, UNIQEM 227",1,1,Anaerobranca californiensis,+,hydrogen sulfide
5429,L2-7,"DSM 17630, KCTC 15707",1,1,Anaerobutyricum soehngenii,+,indole
17970,,"DSM 7454, ATCC 49630, JCM 7635, GIFU 7662, CIP 107325",1,1,Anaerococcus hydrogenalis,+,indole
159986,SB3,DSM 100537,1,1,Anaerococcus jeddahensis,+,indole
17971,,"DSM 7456, ATCC 51172, JCM 8140, CCUG 31351, CIP 103725, GIFU 8586",1,1,Anaerococcus lactolyticus,+,indole
17976,,"DSM 21462, ATCC BAA-1385, CCUG 53340, WAL 17230, JCM 15630, KCTC 5949",1,1,Anaerococcus murdochii,+,indole
132506,"UMCG-3741, ENR0686","DSM 101193, CCUG 69678",1,1,Anaerococcus nagyae,+,indole
24764,9403502,"DSM 26346, CSUR P122",1,1,Anaerococcus pacaensis,+,indole
17967,"PC 1, 10107","DSM 20548, ATCC 9321, JCM 6508, CCUG 41932, CIP 105881, NCTC 11806",1,1,Anaerococcus prevotii,+,indole
130835,9402080,"DSM 26345, CSUR P121",1,1,Anaerococcus provencensis,+,indole
140325,mt16,"DSM 101186, CSUR P2032",1,1,Anaerococcus rubeinfantis,+,indole
17977,JC48,"DSM 25366, CSUR P156",1,1,Anaerococcus senegalensis,+,indole
17969,,"DSM 2951, ATCC 35098, CCM 3634, JCM 1964, GIFU 7672, CCUG 17637, CIP 103927, LMG 14264",1,1,Anaerococcus tetradius,+,indole
17972,,"CCUG 31349, CIP 103621, KCTC 15028, DSM 7457, ATCC 51170, JCM 8138, GIFU 12669, GIFU 7732",1,1,Anaerococcus vaginalis,+,indole
132584,,"DSM 100423, JCM 30819, SN 021",1,1,Anaerocolumna cellulosilytica,+,acetate
,,,,,,,carbon dioxide
,,,,,,,dihydrogen
,,,,,,,ethanol
,,,,,,,hydrogen sulfide
,,,,,,,indole
,,,,,,,lactate
,,,,,,,succinate
5413,,"DSM 17244, ATCC BAA-858, CCUG 47767, CIP 108481, WAL 14563, KCTC 15239",1,1,Anaerofustis stercorihominis,+,indole
166118,MJB2,"KCTC 15800, MCCC 1K03631",1,1,Anaerophilus nitritogenes,+,hydrogen sulfide
11852,WN036,"DSM 21120, JCM 15094, KCTC 15145",1,1,Anaerosphaera aminiphila,+,hydrogen sulfide
132583,FH052,"DSM 100431, JCM 30820",1,1,Anaerotaenia torta,+,acetate
,,,,,,,carbon dioxide
,,,,,,,dihydrogen
,,,,,,,ethanol
,,,,,,,hydrogen sulfide
,,,,,,,indole
,,,,,,,lactate
,,,,,,,succinate
140747,SH021,"JCM 31556, DSM 103575, KCTC 15705",1,1,Anaerotignum aminivorans,+,acetate
,,,,,,,butyrate
,,,,,,,hydrogen sulfide
,,,,,,,indole
,,,,,,,isobutyrate
,,,,,,,isovalerate
,,,,,,,propionate
2806,G17,"DSM 14214, LMG 20954",1,1,Anaerotignum lactatifermentans,+,acetate
,,,,,,,butyrate
,,,,,,,isobutyrate
,,,,,,,isovalerate
,,,,,,,propionate
2765,X4,"DSM 3847, KCTC 15564",1,1,Anaerotignum neopropionicum,+,acetate
,,,,,,,butyrate
,,,,,,,isobutyrate
,,,,,,,isovalerate
,,,,,,,propionate
2646,X2,"DSM 1682, ATCC 25522, NCIMB 10656, CCUG 9280, JCM 1430, VPI 5303",1,1,Anaerotignum propionicum,+,acetate
,,,,,,,butyrate
,,,,,,,isobutyrate
,,,,,,,isovalerate
,,,,,,,propionate
17679,277,"DSM 17241, CCUG 45055, CIP 107754, WAL 14565, JCM 15631, VTT E-062942",1,1,Anaerotruncus colihominis,+,acetate
,,,,,,,butyrate
,,,,,,,indole
131284,SK15,"DSM 29296, CCUG 63806, VKM B-2789",1,1,Ancylobacter defluvii,+,indole
17407,NS05,"DSM 18746, CCM 7435, CCUG 57200, NEU 1212",1,1,Ancylobacter oerskovii,+,indole
17403,Pla5,"DSM 2457, CIP 109301, NCIB 10516, CCUG 30553, AS 1.2800",1,1,Ancylobacter polymorphus,+,indole
158256,E130,"DSM 102029, LMG 29367",1,1,Ancylobacter pratisalsi,+,indole
17402,YCM 11671,"DSM 17131, AS 1.1761, JCM 11671, BCRC 17434, CGMCC 1.1761, CIP 108316, NCIMB 14355",1,1,Ancylobacter rudongensis,+,indole
157183,Osot,"CCUG 70237, JCM 32039, DSM 106440, VKM B-3145",1,1,Ancylobacter sonchi,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
17406,NP-300,"DSM 1277, CIP 109300, AS 1.176",1,1,Ancylobacter vacuolatus,+,indole
164306,M1P,"JCM 32614, KCTC 15718",1,1,Ancylomarina euxinus,+,hydrogen sulfide
,,,,,,,indole
133003,FA102,"DSM 28825, CICC 10902, KCTC 42257",1,1,Ancylomarina subtilis,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
134253,BA141,"CIP 109499, LMG 24028",1,1,Anderseniella baltica,+,indole
5416,MK-1,"DSM 1989, ATCC 43737",1,1,Andreesenia angusta,+,acetate
,,,,,,,ammonia
,,,,,,,butyrate
,,,,,,,carbon dioxide
,,,,,,,dihydrogen
,,,,,,,formate
,,,,,,,hydrogen sulfide
11380,Murayama,"DSM 5562, ATCC 12856, CIP 104007, IAM 1077, IFO 15521, JCM 9024, NBRC 15521, NRS 1589, LMG 15531, LMG 16001, NRRL NRS-1589",1,1,Bacillus aneurinilyticus,+,indole
11400,DB4,"DSM 21566, IAM 15048, JCM 21510, NBRC 102444, NCIMB 13288, CIP 108430, KCTC 13009",1,1,Aneurinibacillus danicus,+,indole
140685,1-10M-8-7-50,"KEMB 563-460, JCM 31819",1,1,Aneurinibacillus sediminis,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
11401,"R-12870, B-1599","DSM 18919, CIP 108308, KCTC 13001, LMG 22483, Logan B-1599",1,1,Aneurinibacillus terranovensis,+,indole
6156,,"DSM 15561, NCIMB 1785, CIP 108770, VKM B-1336",1,1,Ancylobacter amanitiformis,+,indole
141003,YC2-20,"KCTC 39842, DSM 103769, JCM 32752",1,1,Angustibacter speluncae,+,indole
560,MR3C,"DSM 15939, ATCC BAA-872, CIP 108338, CIP 108305",1,1,Anoxybacteroides amylolyticum,+,indole
140522,GSsed3,"CCOS 808, ATCC BAA-2555",1,1,Anoxybacteroides geothermale,+,indole
133999,3nP4,"CGMCC 1.8979, JCM 16594",1,1,Paranoxybacillus vitaminiphilus,+,hydrogen sulfide
130972,,"DSM 21100, KACC 14636, KCTC 22261, LMG 24494, Gsoil 524",1,1,Anseongella ginsenosidimutans,+,indole
158772,JB01H24,"GDMCC 1.1229, KCTC 52984",1,1,Antarcticibacterium flavum,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
13654,EL-219,"DSM 11445, CIP 106394",1,1,Antarctobacter heliothermus,+,indole
166269,,"CGMCC 1.13856, KCTC 49093, CFH 30434",1,1,Antribacter gilvus,+,hydrogen sulfide
140874,wkB301,"NRRL B-65307, NCIMB 14986",1,1,Apibacter adventoris,+,acetoin
,,,,,,,indole
166255,G8,"LMG 30898, DSM 107922",1,1,Apibacter muscae,+,indole
17925,B4,"CCUG 53899, ATCC BAA-207, CIP 106985, DSM 11900, CCM 4956",1,1,Aquabacterium citratiphilum,+,indole
140105,NHI-1,"DSM 105456, KACC 18244, NBRC 110486, KEMB 9005-082",1,1,Aquabacterium olei,+,indole
17924,B6,"DSM 11968, CCM 4958, CCUG 48317, CIP 106983, ATCC BAA-208",1,1,Aquabacterium parvum,+,indole
11864,NKK,"DSM 11603, CIP 105610",1,1,Aquamicrobium defluvii,+,indole
11865,S1,"DSM 11099, CIP 106844",1,1,Aquamicrobium lusatiense,+,indole
10438,,"DSM 9160, ATCC 11332, IAM 14441, IFO 13961, NBRC 13961, NCIB 9072, NRRL B-2066, CCUG 49450, JCM 21224, NCIMB 9072, NCMB 51, CIP 63.15, LMG 4392, NRRL: B-2066",1,1,Aquaspirillum polymorphum,+,indole
10439,,"DSM 11557, ATCC 15279, IFO 12013, NBRC 12013, NCIB 9508, CIP 107319, NCIMB 9508, IFO 13962",1,1,Aquaspirillum putridiconchylium,+,indole
10435,,"DSM 68, ATCC 12638, CCUG 2092, NCTC 10593, LMG 3734, NRRL B-2045, CIP 63.19, JCM 20995, IAM 13944, IFO 14924, NBRC 14924, NCIMB 8658, NRRL: B-2045",1,1,Aquaspirillum serpens,+,indole
140473,THG-SQE6,"CCTCC AB 2016081, KACC 18846, JCM 30429",1,1,Aquaspirillum soli,+,indole
140816,Ar-125,"CGMCC 1.15295, JCM 30876, NRIC 0975",1,1,Aquaticitalea lipolytica,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
137369,BH30097,"CIP 109159, JCM 12387, KCTC 3823, IBRC M 10657, IBRC-M 10657",1,1,Aquibacillus koreensis,+,indole
166239,BH258,"KACC 18680, NBRC 111875",1,1,Aquibacillus sediminis,+,hydrogen sulfide
,,,,,,,indole
158773,L1 8-17,"KACC 18806, JCM 31543",1,1,Aquicoccus porphyridii,+,bacteriochlorophyll alpha
158454,TH1-2,"DSM 109892, CGMCC 1.12979, LMG 28362",1,1,Aquidulcibacter paucihalophilus,+,indole
166539,Z0201,"KCTC 62450, MCCC 1H00328",1,1,Cognataquiflexum aquatile,+,hydrogen sulfide
,,,,,,,indole
17714,BA160,"DSM 16537, CIP 108445, LMG 22565",1,1,Aquiflexum balticum,+,acetoin
,,,,,,,dinitrogen
,,,,,,,hydrogen sulfide
,,,,,,,indole
,,,,,,,nitrite
140504,RZW4-3-2,"JCM 30824, MCCC 1K00698",1,1,Aquimarina aggregata,+,hydrogen sulfide
,,,,,,,indole
158636,9Alg 151,"KCTC 23622, KMM 6462",1,1,Aquimarina algiphila,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
158803,NS08,"KCTC 52897, MCCC 1H00191",1,1,Aquimarina celericrescens,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
140593,SS2-9,"KCTC 52274, MCCC 1H00142",1,1,Aquimarina rubra,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
133335,CBA3207,"KACC 17666, JCM 19528",1,1,Aquimarina versatilis,+,indole
17443,,"DSM 16957, JCM 12896, MTCC 6713, GPTSA 20, CIP 108872",1,1,Aquimonas voraii,+,indole
166171,KYPY4,"BCRC 81010, KCTC 52441",1,1,Rubrivivax rivuli,+,indole
17956,L10,"DSM 18512, CIP 109243",1,1,Aquincola tertiaricarbonis,+,indole
4301,,"DSM 18102, CCM 7368, CECT 7151, CGMCC 1.6291, CG 12, CIP 109713",1,1,Aquisalimonas asiatica,+,hydrogen sulfide
,,,,,,,indole
140856,D11M-2,"CGMCC 1.12921, KCTC 42673",1,1,Aquisalinus flavus,+,hydrogen sulfide
,,,,,,,indole
166153,DS48-3,"KCTC 52068, CCTCC AB 2018061",1,1,Aquisediminimonas profunda,+,indole
166152,CH68-4,"KCTC 62205, CCTCC AB 2018062",1,1,Aquisediminimonas sediminicola,+,indole
10512,5YN1-3,"DSM 21330, KACC 12729",1,1,Aquitalea denitrificans,+,indole
10511,TRO-001DR8,"DSM 25134, ATCC BAA-1216, CCM 7607, LMG 23054, NBRC 103050",1,1,Aquitalea magnusonii,+,indole
140914,P1297,"CCM 7557, LMG 28989, CCUG 67440",1,1,Aquitalea pelogenes,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
133396,,"DSM 22792, JCM 30984, KCTC 22820, Gsoil 809",1,1,Arachidicoccus ginsenosidivorans,+,acetoin
,,,,,,,indole
12653,699,"DSM 43307, ATCC 14157, CIP 110010, CCUG 4939, LMG 16729, ATCC 13682, JCM 5830, CIP 101941, IFO 14587, IMET 10974, LMG 19873, NBRC 14587, NCTC 12967, PCM 2431, VKM Ac-1449, VPI 0026, NBRC 4587",1,1,Arachnia propionica,+,indole
158418,SK-1,"DSM 100122, JCM 31317",1,1,Arachnia rubra,+,indole
204,P6775,"DSM 25104, CCM 7958, CCUG 61573, CIP 110339",1,1,Arcanobacterium canis,+,indole
197,11018,"DSM 20595, ATCC 9345, CCM 5947, NCTC 8452",1,1,Arcanobacterium haemolyticum,+,acetoin
,,,,,,,indole
203,"M401624/00/2, 001127, M 601624/00/2","DSM 15539, CCUG 44697, CIP 106850",1,1,Arcanobacterium hippocoleae,+,acetoin
,,,,,,,indole
199,M1590/94/3,"DSM 10002, CCUG 38888, LMG 18722, CIP 105740",1,1,Arcanobacterium phocae,+,acetoin
,,,,,,,indole
22902,2698,"DSM 26142, CCM 8430, LMG 27073, CIP 110543",1,1,Arcanobacterium phocisimile,+,indole
202,M430/94/2,"DSM 13483, CCUG 42575, CIP 106442",1,1,Arcanobacterium pluranimalium,+,acetoin
,,,,,,,indole
3765,NO-502,"DSM 17092, CIP 107990, LMG 21963",1,1,Arcicella aquatica,+,acetoin
,,,,,,,dinitrogen
,,,,,,,hydrogen sulfide
,,,,,,,indole
,,,,,,,nitrite
