"name","eq","way","ec","ko","rn","symbol","map","md"
"acetyl-CoA acyltransferase 1 [EC:2.3.1.16]","2 Acetyl-CoA <=> CoA + Acetoacetyl-CoA","Bidirectional","2.3.1.9, 2.3.1.16","K07513","R00238","ACAA1","map00620, map00630, map00650, map00720",NA
"acetyl-CoA acyltransferase 2 [EC:2.3.1.16]","2 Acetyl-CoA <=> CoA + Acetoacetyl-CoA","Bidirectional","2.3.1.9, 2.3.1.16","K07508","R00238","ACAA2","map00620, map00630, map00650, map00720",NA
"acetyl-CoA acyltransferase [EC:2.3.1.16]","2 Acetyl-CoA <=> CoA + Acetoacetyl-CoA","Bidirectional","2.3.1.9, 2.3.1.16","K00632","R00238","fadA","map00620, map00630, map00650, map00720",NA
"acetyl-CoA acyltransferase [EC:2.3.1.16]","2 Acetyl-CoA <=> CoA + Acetoacetyl-CoA","Bidirectional","2.3.1.9, 2.3.1.16","K07509","R00238","HADHB","map00620, map00630, map00650, map00720",NA
"acetyl-CoA carboxylase / biotin carboxylase 1 [EC:6.4.1.2 6.3.4.14 2.1.3.15]","ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA","Bidirectional","6.4.1.2","K11262","R00742","ACACA","map00620, map00640, map00720",NA
"acetyl-CoA carboxylase / biotin carboxylase 2 [EC:6.4.1.2 6.3.4.14 2.1.3.15]","ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA","Bidirectional","6.4.1.2","K01946","R00742","ACACB","map00620, map00640, map00720",NA
"acetyl-CoA carboxylase biotin carboxyl carrier protein","ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA","Bidirectional","6.4.1.2","K02160","R00742","accB","map00620, map00640",NA
"acetyl-CoA carboxylase biotin carboxyl carrier protein, acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14], acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15], acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]","ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA","Bidirectional","6.4.1.2","K02160, K01961, K01962, K01963","R00742","accB, accC, accA, accD","map00720","M00376"
"acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15], acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]","ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA","Bidirectional","6.4.1.2","K01962, K01963","R00742","accA, accD","map00620, map00640",NA
"acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]","ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA","Bidirectional","6.4.1.2","K01961","R00742","accC","map00620, map00640",NA
"acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169], acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit gamma [EC:2.1.1.245], acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit delta [EC:2.1.1.245]","Acetyl-CoA + 5,6,7,8-Tetrahydromethanopterin <=> CoA + 5-Methyl-5,6,7,8-tetrahydromethanopterin + CO","Bidirectional",NA,"K00193, K00197, K00194","R09096","cdhC, cdhE, cdhD","map00680","M00357, M00422"
"acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169], acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit gamma [EC:2.1.1.245], acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit delta [EC:2.1.1.245]","Acetyl-CoA + Tetrahydrosarcinapterin <=> CoA + 5-Methyl-H4SPT + CO","Bidirectional",NA,"K00193, K00197, K00194","R10219","cdhC, cdhE, cdhD","map00680","M00357, M00422"
"acetyl-CoA hydrolase [EC:3.1.2.1]","Acetyl-CoA + H2O <=> CoA + Acetate","Bidirectional","3.1.2.1","K01067","R00227","E3.1.2.1","map00620",NA
"acetyl-CoA synthase [EC:2.3.1.169]","Acetyl-CoA + Co(I) corrinoid protein + H+ <=> CO + Methyl-Co(III) corrinoid protein + CoA","Bidirectional","2.3.1.169","K14138","R08433","acsB","NA",NA
"acetyl-CoA synthase [EC:2.3.1.169], acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit gamma [EC:2.1.1.245], acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit delta [EC:2.1.1.245]","Tetrahydrofolate + Acetyl-CoA <=> 5-Methyltetrahydrofolate + CoA + CO","Bidirectional","2.1.1.258, 2.3.1.169","K14138, K00197, K00194","R10243","acsB, cdhE, cdhD","map00720","M00377"
"acetyl-CoA synthetase [EC:6.2.1.1]","ATP + Acetate + CoA <=> AMP + Diphosphate + Acetyl-CoA","Bidirectional","6.2.1.1","K01895","R00235","ACSS1_2","map00010, map00630, map00680, map00720",NA
"acetyl-CoA synthetase [EC:6.2.1.1]","ATP + Acetate <=> Diphosphate + Acetyl adenylate","Bidirectional","6.2.1.1","K01895","R00316","ACSS1_2","map00620",NA
"acetyl-CoA synthetase [EC:6.2.1.1]","ATP + Propanoate <=> Diphosphate + Propionyladenylate","Bidirectional","6.2.1.1, 6.2.1.17","K01895","R01354","ACSS1_2","map00640",NA
"acetyl-CoA synthetase [EC:6.2.1.1]","Acetyl adenylate + CoA <=> AMP + Acetyl-CoA","Bidirectional","6.2.1.1","K01895","R00236","ACSS1_2","map00620",NA
"acetyl-CoA synthetase [EC:6.2.1.1]","Propionyladenylate + CoA <=> AMP + Propanoyl-CoA","Bidirectional","6.2.1.1, 6.2.1.17","K01895","R00926","ACSS1_2","map00640",NA
"acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3 2.1.3.15]","ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA","Bidirectional","6.4.1.2","K15036","R00742","K15036","map00620",NA
"acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3 2.1.3.15]","ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA","Bidirectional","6.4.1.2","K18604","R00742","K18604","map00620, map00640, map00720",NA
"acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3 2.1.3.15]","ATP + Propanoyl-CoA + HCO3- <=> ADP + Orthophosphate + (S)-Methylmalonyl-CoA","Bidirectional","6.4.1.3","K18604","R01859","K18604","map00630, map00640, map00720",NA
"acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3]","ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA","Bidirectional","6.4.1.2","K01964","R00742","K01964","map00620",NA
"acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3]","ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA","Bidirectional","6.4.1.2","K18603","R00742","K18603","map00620, map00640, map00720",NA
"acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3]","ATP + Propanoyl-CoA + HCO3- <=> ADP + Orthophosphate + (S)-Methylmalonyl-CoA","Bidirectional","6.4.1.3","K18603","R01859","K18603","map00630, map00640, map00720",NA
"acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3], acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3 2.1.3.15], biotin carboxyl carrier protein","ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA","Bidirectional","6.4.1.2","K01964, K15036, K15037","R00742","K01964, K15036, K15037","map00640","M00741"
"acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3], acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3 2.1.3.15], biotin carboxyl carrier protein","ATP + Propanoyl-CoA + HCO3- <=> ADP + Orthophosphate + (S)-Methylmalonyl-CoA","Bidirectional","6.4.1.3","K01964, K15036, K15037","R01859","K01964, K15036, K15037","map00630, map00640","M00741"
"acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3], biotin carboxyl carrier protein, acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3 2.1.3.15]","ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA","Bidirectional","6.4.1.2","K01964, K15037, K15036","R00742","K01964, K15037, K15036","map00720","M00375"
"acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3], biotin carboxyl carrier protein, acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3 2.1.3.15]","ATP + Propanoyl-CoA + HCO3- <=> ADP + Orthophosphate + (S)-Methylmalonyl-CoA","Bidirectional","6.4.1.3","K01964, K15037, K15036","R01859","K01964, K15037, K15036","map00720","M00375"
"acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15]","ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA","Bidirectional","6.4.1.2","K18472","R00742","accD6","map00620, map00720",NA
"acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15]","ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA","Bidirectional","6.4.1.2","K19312","R00742","pccB","map00620, map00720",NA
"acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15]","ATP + Propanoyl-CoA + HCO3- <=> ADP + Orthophosphate + (S)-Methylmalonyl-CoA","Bidirectional","6.4.1.3","K18472","R01859","accD6","map00720",NA
"acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15]","ATP + Propanoyl-CoA + HCO3- <=> ADP + Orthophosphate + (S)-Methylmalonyl-CoA","Bidirectional","6.4.1.3","K19312","R01859","pccB","map00720",NA
"acetyl-CoA/propionyl-CoA carboxylase, PccX subunit [EC:6.4.1.2 6.4.1.3]","ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA","Bidirectional","6.4.1.2","K22568","R00742","pccX","map00620, map00720",NA
"acetyl-CoA/propionyl-CoA carboxylase, PccX subunit [EC:6.4.1.2 6.4.1.3]","ATP + Propanoyl-CoA + HCO3- <=> ADP + Orthophosphate + (S)-Methylmalonyl-CoA","Bidirectional","6.4.1.3","K22568","R01859","pccX","map00720",NA
"acetyl-CoA/propionyl-CoA/long-chain acyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.4.1.- 6.3.4.14]","ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA","Bidirectional","6.4.1.2","K11263","R00742","bccA","map00620, map00720",NA
"acetyl-CoA/propionyl-CoA/long-chain acyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.4.1.- 6.3.4.14]","ATP + Propanoyl-CoA + HCO3- <=> ADP + Orthophosphate + (S)-Methylmalonyl-CoA","Bidirectional","6.4.1.3","K11263","R01859","bccA","map00720",NA
"acetyl-CoA/propionyl-CoA/long-chain acyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.4.1.- 6.3.4.14], acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15]","ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA","Bidirectional","6.4.1.2","K11263, K18472","R00742","bccA, accD6","map00640","M00741"
"acetyl-CoA/propionyl-CoA/long-chain acyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.4.1.- 6.3.4.14], acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15]","ATP + Propanoyl-CoA + HCO3- <=> ADP + Orthophosphate + (S)-Methylmalonyl-CoA","Bidirectional","6.4.1.3","K11263, K18472","R01859","bccA, accD6","map00630, map00640","M00741"
"acetyl-CoA/propionyl-CoA/long-chain acyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.4.1.- 6.3.4.14], acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15], acetyl-CoA/propionyl-CoA carboxylase, PccX subunit [EC:6.4.1.2 6.4.1.3]","ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA","Bidirectional","6.4.1.2","K11263, K19312, K22568","R00742","bccA, pccB, pccX","map00640","M00741"
"acetyl-CoA/propionyl-CoA/long-chain acyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.4.1.- 6.3.4.14], acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15], acetyl-CoA/propionyl-CoA carboxylase, PccX subunit [EC:6.4.1.2 6.4.1.3]","ATP + Propanoyl-CoA + HCO3- <=> ADP + Orthophosphate + (S)-Methylmalonyl-CoA","Bidirectional","6.4.1.3","K11263, K19312, K22568","R01859","bccA, pccB, pccX","map00630, map00640","M00741"
"acetyl-CoA/propionyl-CoA/long-chain acyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.4.1.- 6.3.4.14], propionyl-CoA/long-chain acyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.3 6.4.1.- 2.1.3.15], acyl-CoA carboxylase epsilon subunit","ATP + Propanoyl-CoA + HCO3- <=> ADP + Orthophosphate + (S)-Methylmalonyl-CoA","Bidirectional","6.4.1.3","K11263, K27094, K27095","R01859","bccA, accD5, accE5","map00630, map00640","M00741"
"aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]","(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate <=> (Z)-But-2-ene-1,2,3-tricarboxylate + H2O","Bidirectional","4.2.1.99","K01682","R04425","acnB","map00640","M00982"
"aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]","Citrate <=> cis-Aconitate + H2O","Bidirectional","4.2.1.3","K01682","R01325","acnB","map00020, map00630, map00720","M00009, M00010, M00982, M00012, M00173"
"aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]","Isocitrate <=> cis-Aconitate + H2O","Bidirectional","4.2.1.3","K01682","R01900","acnB","map00020, map00630, map00720","M00009, M00010, M00982, M00012, M00173"
"aconitate hydratase A / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]","(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate <=> (Z)-But-2-ene-1,2,3-tricarboxylate + H2O","Bidirectional","4.2.1.99","K27802","R04425","acnA","map00640","M00982"
"aconitate hydratase A / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]","Citrate <=> cis-Aconitate + H2O","Bidirectional","4.2.1.3","K27802","R01325","acnA","map00020, map00630, map00720","M00009, M00010, M00740, M00982, M00012, M00740, M00173"
"aconitate hydratase A / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]","Isocitrate <=> cis-Aconitate + H2O","Bidirectional","4.2.1.3","K27802","R01900","acnA","map00020, map00630, map00720","M00009, M00010, M00740, M00982, M00012, M00740, M00173"
"aconitate hydratase [EC:4.2.1.3]","Citrate <=> cis-Aconitate + H2O","Bidirectional","4.2.1.3","K01681","R01325","ACO","map00020, map00630, map00720","M00009, M00010, M00012, M00173"
"aconitate hydratase [EC:4.2.1.3]","Isocitrate <=> cis-Aconitate + H2O","Bidirectional","4.2.1.3","K01681","R01900","ACO","map00020, map00630, map00720","M00009, M00010, M00012, M00173"
"acrylate reductase [EC:1.3.1.125]","Propanoate + NAD+ <=> Acrylic acid + NADH + H+","Bidirectional","1.3.1.125","K26355","R13136","ard","map00640",NA
"acryloyl-coenzyme A reductase [EC:1.3.1.84]","Propanoyl-CoA + NADP+ <=> Propenoyl-CoA + NADPH + H+","Bidirectional","1.3.1.84","K15020","R00919","K15020","map00640, map00720",NA
"acrylyl-CoA reductase (NADH) [EC:1.3.1.95]","Propanoyl-CoA + NAD+ <=> Propenoyl-CoA + NADH + H+","Bidirectional","1.3.1.95","K20143","R10161","acrC","map00640",NA
"acrylyl-CoA reductase (NADPH) / 3-hydroxypropionyl-CoA dehydratase / 3-hydroxypropionyl-CoA synthetase [EC:1.3.1.84 4.2.1.116 6.2.1.36]","3-Hydroxypropionyl-CoA + Diphosphate + AMP <=> 3-Hydroxypropanoate + CoA + ATP","Bidirectional","6.2.1.36","K14469","R09286","K14469","map00720","M00376"
"acrylyl-CoA reductase (NADPH) / 3-hydroxypropionyl-CoA dehydratase / 3-hydroxypropionyl-CoA synthetase [EC:1.3.1.84 4.2.1.116 6.2.1.36]","3-Hydroxypropionyl-CoA <=> Propenoyl-CoA + H2O","Bidirectional","4.2.1.17, 4.2.1.116","K14469","R03045","K14469","map00640, map00720",NA
"acrylyl-CoA reductase (NADPH) / 3-hydroxypropionyl-CoA dehydratase / 3-hydroxypropionyl-CoA synthetase [EC:1.3.1.84 4.2.1.116 6.2.1.36]","Propanoyl-CoA + NADP+ <=> Propenoyl-CoA + NADPH + H+","Bidirectional","1.3.1.84","K14469","R00919","K14469","map00640, map00720",NA
"acrylyl-CoA reductase (NADPH) [EC:1.3.1.-]","Propanoyl-CoA + NADP+ <=> Propenoyl-CoA + NADPH + H+","Bidirectional","1.3.1.84","K19745","R00919","acuI","map00640, map00720",NA
"acyl-CoA carboxylase epsilon subunit","ATP + Propanoyl-CoA + HCO3- <=> ADP + Orthophosphate + (S)-Methylmalonyl-CoA","Bidirectional","6.4.1.3","K27095","R01859","accE5","map00720",NA
"acyl-CoA dehydrogenase [EC:1.3.8.7]","Butanoyl-CoA + FAD <=> FADH2 + Crotonoyl-CoA","Bidirectional","1.3.3.6, 1.3.8.1, 1.3.8.7","K00249","R01175","ACADM","map00650",NA
"acyl-CoA dehydrogenase [EC:1.3.99.-]","Butanoyl-CoA + FAD <=> FADH2 + Crotonoyl-CoA","Bidirectional","1.3.3.6, 1.3.8.1, 1.3.8.7","K06445","R01175","fadE","map00650",NA
"acyl-CoA oxidase [EC:1.3.3.6]","Butanoyl-CoA + FAD <=> FADH2 + Crotonoyl-CoA","Bidirectional","1.3.3.6, 1.3.8.1, 1.3.8.7","K00232","R01175","E1.3.3.6","map00650",NA
"acyl-CoA oxidase [EC:1.3.3.6]","Propanoyl-CoA + Oxygen <=> Propenoyl-CoA + Hydrogen peroxide","Bidirectional","1.3.3.6","K00232","R12356","E1.3.3.6","map00640","M00013"
"acylphosphatase [EC:3.6.1.7]","Acetyl phosphate + H2O <=> Acetate + Orthophosphate","Bidirectional","3.6.1.7","K01512","R00317","acyP","map00620",NA
"adenylyl-sulfate reductase (glutathione) [EC:1.8.4.9]","AMP + Sulfite + Glutathione disulfide <=> Adenylyl sulfate + 2 Glutathione","Bidirectional","1.8.4.9","K05907","R05717","APR","map00920","M00987"
"adenylylsulfate kinase [EC:2.7.1.25]","ATP + Adenylyl sulfate <=> ADP + 3'-Phosphoadenylyl sulfate","Bidirectional","2.7.1.25","K00860","R00509","cysC","map00920",NA
"adenylylsulfate reductase, subunit A [EC:1.8.99.2], adenylylsulfate reductase, subunit B [EC:1.8.99.2]","AMP + Sulfite + FAD <=> Adenylyl sulfate + FADH2","Bidirectional","1.8.99.2","K00394, K00395","R08553","aprA, aprB","map00920","M00596"
"adenylylsulfate reductase, subunit A [EC:1.8.99.2], adenylylsulfate reductase, subunit B [EC:1.8.99.2]","Sulfite + 2 Oxidized ferredoxin + AMP <=> Adenylyl sulfate + 2 Reduced ferredoxin + 2 H+","Bidirectional","1.8.99.2.B","K00394, K00395","R1.8.99.2.B","aprA, aprB","NA",NA
"adenylylsulfate reductase, subunit A [EC:1.8.99.2], adenylylsulfate reductase, subunit B [EC:1.8.99.2]","Sulfite + NAD+ + AMP <=> Adenylyl sulfate + NADH + H+","Bidirectional","1.8.99.2.A","K00394, K00395","R1.8.99.2.A","aprA, aprB","NA",NA
"alanine transaminase [EC:2.6.1.2]","L-Alanine + 2-Oxoglutarate <=> Pyruvate + L-Glutamate","Bidirectional","2.6.1.2","K00814","R00258","GPT","map00710","M00171"
"alanine-glyoxylate transaminase / (R)-3-amino-2-methylpropionate-pyruvate transaminase [EC:2.6.1.44 2.6.1.40]","Glycine + 2-Oxoglutarate <=> Glyoxylate + L-Glutamate","Bidirectional","2.6.1.4, 2.6.1.44","K00827","R00372","AGXT2","map00630","M00532"
"alanine-glyoxylate transaminase / (R)-3-amino-2-methylpropionate-pyruvate transaminase [EC:2.6.1.44 2.6.1.40]","L-Alanine + Glyoxylate <=> Pyruvate + Glycine","Bidirectional","2.6.1.44","K00827","R00369","AGXT2","map00630","M00532"
"alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]","Glycine + 2-Oxoglutarate <=> Glyoxylate + L-Glutamate","Bidirectional","2.6.1.4, 2.6.1.44","K00830","R00372","AGXT","map00630","M00532"
"alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]","L-Alanine + Glyoxylate <=> Pyruvate + Glycine","Bidirectional","2.6.1.44","K00830","R00369","AGXT","map00630","M00532"
"alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]","L-Serine + Glyoxylate <=> Hydroxypyruvate + Glycine","Bidirectional","2.6.1.45","K00830","R00588","AGXT","map00630, map00680","M00532, M00346"
"alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2]","L-Alanine + 2-Oxoglutarate <=> Pyruvate + L-Glutamate","Bidirectional","2.6.1.2","K14260","R00258","alaA","map00710",NA
"alcohol dehydrogenase","Ethanol + NAD+ <=> Acetaldehyde + NADH + H+","Bidirectional","1.1.1.1, 1.1.1.71","K04022","R00754","eutG","map00010, map00620",NA
"alcohol dehydrogenase (NADP+) [EC:1.1.1.2]","Ethanol + NADP+ <=> Acetaldehyde + NADPH + H+","Bidirectional","1.1.1.2, 1.1.1.71","K00002","R00746","AKR1A1","map00010, map00620",NA
"alcohol dehydrogenase (NADP+) [EC:1.1.1.2]","Ethanol + NADP+ <=> Acetaldehyde + NADPH + H+","Bidirectional","1.1.1.2, 1.1.1.71","K13979","R00746","yahK","map00010, map00620",NA
"alcohol dehydrogenase (NADP+) [EC:1.1.1.2]","L-Gulonate + NADP+ <=> D-Glucuronate + NADPH + H+","Bidirectional","1.1.1.2, 1.1.1.19","K00002","R01481","AKR1A1","map00040, map00053","M00014, M00129, M00129"
"alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8]","Ethanol + 2 Ferricytochrome c <=> 2 Ferrocytochrome c + Acetaldehyde + 2 H+","Bidirectional","1.1.2.8","K00114","R05198","exaA","map00010, map00620",NA
"alcohol dehydrogenase (quinone), dehydrogenase subunit [EC:1.1.5.5], alcohol dehydrogenase (quinone), cytochrome c subunit [EC:1.1.5.5]","Ethanol + Ubiquinone <=> Acetaldehyde + Ubiquinol","Bidirectional","1.1.5.5","K22473, K22474","R09479","adhA, adhB","map00010, map00620",NA
"alcohol dehydrogenase 1/7 [EC:1.1.1.1]","Ethanol + NAD+ <=> Acetaldehyde + NADH + H+","Bidirectional","1.1.1.1, 1.1.1.71","K13951","R00754","ADH1_7","map00010, map00620",NA
"alcohol dehydrogenase 4 [EC:1.1.1.1]","Ethanol + NAD+ <=> Acetaldehyde + NADH + H+","Bidirectional","1.1.1.1, 1.1.1.71","K13980","R00754","ADH4","map00010, map00620",NA
"alcohol dehydrogenase 6 [EC:1.1.1.1]","Ethanol + NAD+ <=> Acetaldehyde + NADH + H+","Bidirectional","1.1.1.1, 1.1.1.71","K13952","R00754","ADH6","map00010, map00620",NA
"alcohol dehydrogenase [EC:1.1.1.-]","Propan-2-ol + NAD+ <=> Acetone + NADH + H+","Bidirectional",NA,"K18369","R10703","adh2","map00650",NA
"alcohol dehydrogenase [EC:1.1.1.-]","Propan-2-ol + NAD+ <=> Acetone + NADH + H+","Bidirectional",NA,"K18370","R10703","adh3","map00650",NA
"alcohol dehydrogenase [EC:1.1.1.1]","Ethanol + NAD+ <=> Acetaldehyde + NADH + H+","Bidirectional","1.1.1.1, 1.1.1.71","K00001","R00754","E1.1.1.1","map00010, map00620",NA
"alcohol dehydrogenase [EC:1.1.1.1]","Ethanol + NAD+ <=> Acetaldehyde + NADH + H+","Bidirectional","1.1.1.1, 1.1.1.71","K13954","R00754","yiaY","map00010, map00620",NA
"alcohol dehydrogenase class-P [EC:1.1.1.1]","Ethanol + NAD+ <=> Acetaldehyde + NADH + H+","Bidirectional","1.1.1.1, 1.1.1.71","K18857","R00754","ADH1","map00010, map00620",NA
